date,tid,ctype,cgender,category,paym,discapld,unitsold,ppu,totalsales,saleslevel
7/14/2023,NTC00300,Loyalty,F,Cyber services,Mobile Money,No,1,20,20,Low
7/14/2023,NTC00301,Loyalty,M,Online support services,Cash,No,1,50,50,Low
7/14/2023,NTC00302,Loyalty,M,Food & Drinks,Mobile Money,Yes,3,60,180,High
7/17/2023,NTC00303,Loyalty,M,Cyber services,Mobile Money,No,1,20,20,Low
7/17/2023,NTC00304,Loyalty,F,Cyber services,Cash,No,1,70,70,Low
7/17/2023,NTC00305,Non-loyalty,F,Cyber services,Cash,No,1,5,5,Low
7/17/2023,NTC00306,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,10,10,Low
7/17/2023,NTC00307,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,50,50,Low
7/17/2023,NTC00308,Non-loyalty,F,Food & Drinks,Mobile Money,Yes,1,50,50,Low
7/17/2023,NTC00309,Non-loyalty,F,Online support services,Cash,Yes,1,50,50,Low
7/18/2023,NTC00310,Loyalty,F,Stationery & Office Supplies,Cash,No,3,30,90,High
7/18/2023,NTC00311,Non-loyalty,F,Food & Drinks,Cash,No,2,5,10,Low
7/18/2023,NTC00312,Loyalty,M,Mobile airtime top-up,Cash,Yes,1,20,20,Low
7/18/2023,NTC00313,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,120,120,High
7/18/2023,NTC00314,Loyalty,M,Food & Drinks,Cash,No,1,50,50,Low
7/18/2023,NTC00315,Loyalty,M,Food & Drinks,Cash,Yes,2,5,10,Low
7/20/2023,NTC00316,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,9,50,450,High
7/20/2023,NTC00317,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,5,30,150,High
7/20/2023,NTC00318,Loyalty,M,Cyber services,Cash,No,9,20,180,High
7/22/2023,NTC00319,Loyalty,M,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
7/22/2023,NTC00320,Loyalty,F,Online support services,Cash,Yes,20,5,100,High
7/22/2023,NTC00321,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
7/22/2023,NTC00322,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
7/22/2023,NTC00323,Non-loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
7/22/2023,NTC00324,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,60,60,Low
7/22/2023,NTC00325,Loyalty,F,Cyber services,Mobile Money,No,2,5,10,Low
7/22/2023,NTC00326,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,50,50,Low
7/22/2023,NTC00327,Loyalty,M,Cyber services,Mobile Money,No,2,20,40,Low
7/22/2023,NTC00328,Loyalty,M,Online support services,Cash,Yes,1,120,120,High
7/22/2023,NTC00329,Loyalty,F,Cyber services,Cash,Yes,1,40,40,Low
7/24/2023,NTC00330,Loyalty,F,Cyber services,Mobile Money,No,1,10,10,Low
7/24/2023,NTC00331,Loyalty,M,Cyber services,Cash,No,17,5,85,Low
7/24/2023,NTC00332,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
7/24/2023,NTC00333,Loyalty,F,Cyber services,Mobile Money,Yes,2,10,20,Low
7/24/2023,NTC00334,Non-loyalty,M,Online support services,Cash,Yes,1,150,150,High
7/24/2023,NTC00335,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,10,10,Low
7/25/2023,NTC00336,Loyalty,F,Cyber services,Cash,Yes,2,10,20,Low
7/25/2023,NTC00337,Loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
7/25/2023,NTC00338,Non-loyalty,M,Cyber services,Cash,Yes,1,70,70,Low
7/25/2023,NTC00339,Loyalty,F,Food & Drinks,Mobile Money,No,4,5,20,Low
7/25/2023,NTC00340,Loyalty,F,Stationery & Office Supplies,Cash,No,1,10,10,Low
7/25/2023,NTC00341,Loyalty,M,Cyber services,Cash,Yes,1,200,200,High
7/25/2023,NTC00342,Loyalty,F,Mobile airtime top-up,Cash,Yes,1,10,10,Low
7/26/2023,NTC00343,Non-loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,50,50,Low
7/26/2023,NTC00344,Non-loyalty,F,Mobile airtime top-up,Cash,Yes,1,40,40,Low
7/26/2023,NTC00345,Loyalty,M,Cyber services,Mobile Money,Yes,2,50,100,High
7/26/2023,NTC00346,Loyalty,M,Cyber services,Cash,Yes,3,10,30,Low
7/26/2023,NTC00347,Loyalty,M,Food & Drinks,Cash,No,2,5,10,Low
7/26/2023,NTC00348,Non-loyalty,F,Food & Drinks,Mobile Money,No,1,60,60,Low
7/26/2023,NTC00349,Loyalty,F,Food & Drinks,Cash,No,1,50,50,Low
7/27/2023,NTC00350,Non-loyalty,M,Cyber services,Cash,Yes,22,5,110,High
7/27/2023,NTC00351,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
7/27/2023,NTC00352,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
7/27/2023,NTC00353,Non-loyalty,M,Cyber services,Mobile Money,No,1,20,20,Low
7/27/2023,NTC00354,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,20,20,Low
7/27/2023,NTC00355,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,50,50,Low
7/27/2023,NTC00356,Non-loyalty,M,Food & Drinks,Mobile Money,Yes,4,50,200,High
7/27/2023,NTC00357,Non-loyalty,F,Food & Drinks,Mobile Money,Yes,4,5,20,Low
7/28/2023,NTC00358,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,60,120,High
7/28/2023,NTC00359,Loyalty,M,Cyber services,Cash,Yes,1,50,50,Low
7/28/2023,NTC00360,Non-loyalty,M,Cyber services,Cash,No,2,10,20,Low
7/29/2023,NTC00361,Loyalty,F,Food & Drinks,Mobile Money,No,1,60,60,Low
7/29/2023,NTC00362,Non-loyalty,M,Cyber services,Mobile Money,No,2,5,10,Low
7/29/2023,NTC00363,Loyalty,M,Cyber services,Mobile Money,Yes,2,10,20,Low
7/29/2923,NTC00364,Loyalty,F,Cyber services,Mobile Money,Yes,2,10,20,Low
7/29/2023,NTC00365,Loyalty,M,Cyber services,Cash,No,2,5,10,Low
7/31/2023,NTC00366,Loyalty,M,Cyber services,Cash,Yes,14,10,140,High
7/31/2023,NTC00367,Loyalty,F,Cyber services,Mobile Money,Yes,5,10,50,Low
7/31/2023,NTC00368,Non-loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,50,50,Low
7/31/2023,NTC00369,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
7/31/2023,NTC00370,Loyalty,M,Cyber services,Mobile Money,Yes,6,5,30,Low
7/31/2023,NTC00371,Loyalty,F,Cyber services,Mobile Money,No,1,70,70,Low
7/31/2023,NTC00372,Loyalty,F,Food & Drinks,Mobile Money,Yes,4,50,200,High
7/31/2023,NTC00373,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,30,30,Low
7/31/2023,NTC00374,Loyalty,F,Stationery & Office Supplies,Cash,No,1,10,10,Low
7/31/2023,NTC00375,Loyalty,M,Cyber services,Mobile Money,No,1,20,20,Low
7/31/2023,NTC00376,Loyalty,F,Mobile Accessories,Cash,Yes,1,200,200,High
7/31/2023,NTC00377,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,30,30,Low
7/31/2023,NTC00378,Loyalty,M,Food & Drinks,Mobile Money,No,7,60,420,High
7/31/2023,NTC00379,Loyalty,F,Food & Drinks,Cash,No,1,500,500,High
7/31/2023,NTC00380,Loyalty,M,Online support services,Mobile Money,Yes,1,50,50,Low
7/31/2023,NTC00381,Loyalty,F,Online support services,Mobile Money,Yes,1,20,20,Low
8/1/2023,NTC00382,Loyalty,F,Cyber services,Cash,No,34,5,170,High
8/1/2023,NTC00383,Loyalty,F,Cyber services,Mobile Money,No,8,20,160,High
8/1/2023,NTC00384,Non-loyalty,M,Cyber services,Mobile Money,Yes,2,80,160,High
8/1/2023,NTC00385,Non-loyalty,M,Cyber services,Mobile Money,No,2,50,100,High
8/1/2023,NTC00386,Non-loyalty,F,Cyber services,Cash,No,5,10,50,Low
8/1/2023,NTC00387,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,30,30,Low
8/1/2023,NTC00388,Loyalty,M,Stationery & Office Supplies,Cash,No,1,2,2,Low
8/1/2023,NTC00389,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,50,50,Low
8/1/2023,NTC00390,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
8/1/2023,NTC00391,Loyalty,M,Online support services,Mobile Money,Yes,1,20,20,Low
8/1/2023,NTC00392,Non-loyalty,M,Food & Drinks,Mobile Money,No,3,5,15,Low
8/1/2023,NTC00393,Non-loyalty,F,Stationery & Office Supplies,Cash,Yes,4,10,40,Low
8/1/2023,NTC00394,Loyalty,F,Food & Drinks,Cash,No,1,50,50,Low
8/1/2023,NTC00395,Non-loyalty,M,Cyber services,Mobile Money,No,2,50,100,High
8/2/2023,NTC00396,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,30,30,Low
8/2/2023,NTC00397,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,43,5,215,High
8/2/2023,NTC00398,Loyalty,F,Cyber services,Mobile Money,Yes,1,150,150,High
8/2/2023,NTC00399,Loyalty,F,Cyber services,Mobile Money,Yes,2,20,40,Low
8/2/2023,NTC00400,Loyalty,M,Cyber services,Mobile Money,No,2,20,40,Low
8/2/2023,NTC00401,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,25,25,Low
8/2/2023,NTC00402,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
8/2/2023,NTC00403,Non-loyalty,M,Food & Drinks,Cash,Yes,1,50,50,Low
8/2/2023,NTC00404,Loyalty,M,Cyber services,Cash,No,1,30,30,Low
8/2/2023,NTC00405,Loyalty,F,Food & Drinks,Cash,No,1,50,50,Low
8/2/2023,NTC00406,Non-loyalty,F,Food & Drinks,Mobile Money,No,1,50,50,Low
8/2/2023,NTC00407,Non-loyalty,F,Cyber services,Mobile Money,Yes,3,10,30,Low
8/3/2023,NTC00408,Non-loyalty,F,Food & Drinks,Mobile Money,No,1,50,50,Low
8/3/2023,NTC00409,Loyalty,F,Cyber services,Cash,Yes,24,5,120,High
8/3/2023,NTC00410,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
8/3/2023,NTC00411,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
8/3/2023,NTC00412,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
8/3/2023,NTC00413,Loyalty,F,Mobile airtime top-up,Cash,No,1,20,20,Low
8/3/2023,NTC00414,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,5,5,Low
8/3/2023,NTC00415,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,25,25,Low
8/3/2023,NTC00416,Loyalty,M,Food & Drinks,Mobile Money,No,2,5,10,Low
8/3/2023,NTC00417,Loyalty,M,Food & Drinks,Cash,Yes,1,30,30,Low
8/3/2023,NTC00418,Loyalty,F,Cyber services,Mobile Money,Yes,1,80,80,Low
8/3/2023,NTC00419,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,50,50,Low
8/3/2023,NTC00420,Loyalty,F,Online support services,Mobile Money,No,1,20,20,Low
8/4/2023,NTC00421,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,50,50,Low
8/4/2023,NTC00422,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
8/4/2023,NTC00423,Loyalty,F,Food & Drinks,Cash,Yes,2,5,10,Low
8/4/2023,NTC00424,Loyalty,M,Food & Drinks,Mobile Money,No,1,50,50,Low
8/4/2023,NTC00425,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,50,50,Low
8/4/2023,NTC00426,Loyalty,M,Food & Drinks,Mobile Money,Yes,2,50,100,High
8/4/2023,NTC00427,Loyalty,M,Cyber services,Mobile Money,Yes,1,10,10,Low
8/5/2023,NTC00428,Loyalty,F,Food & Drinks,Mobile Money,No,2,60,120,High
8/5/2023,NTC00429,Loyalty,M,Mobile airtime top-up,Cash,No,1,160,160,High
8/5/2023,NTC00430,Loyalty,F,Food & Drinks,Cash,No,2,5,10,Low
8/5/2023,NTC00431,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,50,50,Low
8/5/2023,NTC00432,Loyalty,F,Food & Drinks,Cash,Yes,1,50,50,Low
8/5/2023,NTC00433,Loyalty,M,Cyber services,Cash,No,1,80,80,Low
8/5/2023,NTC00434,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,30,30,Low
8/5/2023,NTC00435,Loyalty,F,Cyber services,Cash,Yes,7,10,70,Low
8/5/2023,NTC00436,Non-loyalty,F,Cyber services,Mobile Money,No,13,5,65,Low
8/6/2023,NTC00437,Loyalty,F,Mobile airtime top-up,Cash,No,1,10,10,Low
8/7/2023,NTC00438,Non-loyalty,F,Food & Drinks,Cash,Yes,1,30,30,Low
8/7/2023,NTC00439,Loyalty,M,Cyber services,Cash,No,1,30,30,Low
8/7/2023,NTC00440,Loyalty,M,Cyber services,Mobile Money,Yes,1,10,10,Low
8/7/2023,NTC00441,Loyalty,M,Cyber services,Cash,Yes,8,5,40,Low
8/7/2023,NTC00442,Loyalty,F,Cyber services,Cash,No,1,70,70,Low
8/7/2023,NTC00443,Loyalty,M,Cyber services,Mobile Money,Yes,36,10,360,High
8/7/2023,NTC00444,Loyalty,F,Cyber services,Mobile Money,No,1,10,10,Low
8/7/2023,NTC00445,Loyalty,F,Food & Drinks,Cash,No,1,50,50,Low
8/7/2023,NTC00446,Non-loyalty,M,Food & Drinks,Mobile Money,No,1,50,50,Low
8/7/2023,NTC00447,Loyalty,M,Food & Drinks,Cash,Yes,1,1650,1650,High
8/8/2023,NTC00448,Loyalty,F,Cyber services,Cash,No,3,10,30,Low
8/8/2023,NTC00449,Non-loyalty,M,Cyber services,Mobile Money,No,2,50,100,High
8/8/2023,NTC00450,Non-loyalty,F,Food & Drinks,Mobile Money,Yes,1,70,70,Low
8/8/2023,NTC00451,Non-loyalty,F,Food & Drinks,Mobile Money,No,2,5,10,Low
8/8/2023,NTC00452,Non-loyalty,F,Cyber services,Cash,No,32,5,160,High
8/8/2023,NTC00453,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,4,3,12,Low
8/8/2023,NTC00454,Loyalty,F,Cyber services,Cash,Yes,2,10,20,Low
8/8/2023,NTC00455,Loyalty,M,Online support services,Mobile Money,Yes,1,50,50,Low
8/8/2023,NTC00456,Loyalty,M,Food & Drinks,Cash,No,1,70,70,Low
8/8/2023,NTC00457,Loyalty,F,Food & Drinks,Mobile Money,No,1,30,30,Low
8/8/2023,NTC00458,Non-loyalty,F,Cyber services,Cash,Yes,1,50,50,Low
8/8/2023,NTC00459,Loyalty,M,Online support services,Mobile Money,Yes,1,20,20,Low
8/8/2023,NTC00460,Non-loyalty,M,Food & Drinks,Cash,Yes,1,10,10,Low
8/8/2023,NTC00461,Loyalty,F,Food & Drinks,Mobile Money,No,1,50,50,Low
8/9/2023,NTC00462,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,3,10,30,Low
8/9/2023,NTC00463,Non-loyalty,F,Cyber services,Cash,Yes,1,20,20,Low
8/9/2023,NTC00464,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,5,5,Low
8/9/2023,NTC00465,Loyalty,F,Cyber services,Cash,Yes,6,5,30,Low
8/9/2023,NTC00466,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
8/9/2023,NTC00467,Loyalty,F,Online support services,Mobile Money,Yes,1,150,150,High
8/9/2023,NTC00468,Non-loyalty,M,Food & Drinks,Cash,Yes,1,30,30,Low
8/9/2023,NTC00469,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,20,20,Low
8/9/2023,NTC00470,Non-loyalty,F,Cyber services,Mobile Money,No,3,20,60,Low
8/9/2023,NTC00471,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
8/10/2023,NTC00472,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,2,10,20,Low
8/10/2023,NTC00473,Non-loyalty,M,Cyber services,Cash,No,49,10,490,High
8/10/2023,NTC00474,Loyalty,F,Mobile airtime top-up,Cash,No,1,30,30,Low
8/10/2023,NTC00475,Loyalty,M,Cyber services,Mobile Money,Yes,2,10,20,Low
8/10/2023,NTC00476,Non-loyalty,F,Cyber services,Mobile Money,Yes,2,5,10,Low
8/10/2023,NTC00477,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,2,3,6,Low
8/10/2023,NTC00478,Loyalty,F,Cyber services,Cash,Yes,1,10,10,Low
8/10/2023,NTC00479,Loyalty,M,Online support services,Mobile Money,Yes,1,100,100,High
8/10/2023,NTC00480,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,20,20,Low
8/10/2023,NTC00481,Non-loyalty,F,Mobile airtime top-up,Mobile Money,No,2,20,40,Low
8/10/2023,NTC00482,Loyalty,F,Food & Drinks,Mobile Money,No,4,50,200,High
8/11/2023,NTC00483,Non-loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
8/11/2023,NTC00484,Loyalty,F,Cyber services,Mobile Money,No,6,5,30,Low
8/11/2023,NTC00485,Loyalty,M,Food & Drinks,Cash,No,8,5,40,Low
8/11/2023,NTC00486,Non-loyalty,F,Food & Drinks,Cash,No,1,40,40,Low
8/11/2023,NTC00487,Loyalty,M,Cyber services,Mobile Money,No,17,10,170,High
8/11/2023,NTC00488,Loyalty,F,Cyber services,Cash,No,1,50,50,Low
8/11/2023,NTC00489,Loyalty,M,Cyber services,Mobile Money,Yes,2,50,100,High
8/11/2023,NTC00490,Loyalty,M,Food & Drinks,Cash,Yes,1,50,50,Low
8/12/2023,NTC00491,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,40,40,Low
8/12/2023,NTC00492,Non-loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
8/12/2023,NTC00493,Loyalty,M,Cyber services,Cash,Yes,4,50,200,High
8/12/2023,NTC00494,Non-loyalty,F,Cyber services,Mobile Money,No,2,10,20,Low
8/14/2023,NTC00495,Non-loyalty,M,Mobile airtime top-up,Mobile Money,No,3,20,60,Low
8/14/2023,NTC00496,Non-loyalty,M,Mobile airtime top-up,Cash,Yes,1,50,50,Low
8/14/2023,NTC00497,Loyalty,M,Cyber services,Cash,Yes,1,150,150,High
8/14/2023,NTC00498,Loyalty,F,Cyber services,Mobile Money,Yes,21,5,105,High
8/14/2023,NTC00499,Non-loyalty,M,Cyber services,Cash,No,59,10,590,High
8/14/2023,NTC00500,Loyalty,F,Cyber services,Mobile Money,Yes,6,20,120,High
8/14/2023,NTC00501,Loyalty,M,Cyber services,Cash,Yes,1,50,50,Low
8/14/2023,NTC00502,Loyalty,M,Cyber services,Mobile Money,No,1,30,30,Low
8/14/2023,NTC00503,Non-loyalty,M,Online support services,Cash,No,1,350,350,High
8/14/2023,NTC00504,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,80,80,Low
8/14/2023,NTC00505,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
8/14/2023,NTC00506,Loyalty,M,Stationery & Office Supplies,Cash,Yes,4,10,40,Low
8/14/2023,NTC00507,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,50,50,Low
8/14/2023,NTC00508,Loyalty,M,Mobile Accessories,Cash,Yes,1,80,80,Low
8/14/2023,NTC00509,Loyalty,F,Cyber services,Mobile Money,No,2,10,20,Low
8/14/2023,NTC00510,Non-loyalty,F,Food & Drinks,Mobile Money,No,2,80,160,High
8/15/2023,NTC00511,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,2,10,20,Low
8/15/2023,NTC00512,Loyalty,F,Cyber services,Cash,Yes,16,5,80,Low
8/15/2023,NTC00513,Non-loyalty,M,Online support services,Mobile Money,No,1,150,150,High
8/15/2023,NTC00514,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,30,30,Low
8/15/2023,NTC00515,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
8/15/2023,NTC00516,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,4,3,12,Low
8/15/2023,NTC00517,Non-loyalty,F,Cyber services,Cash,Yes,1,80,80,Low
8/15/2023,NTC00518,Loyalty,F,Cyber services,Cash,No,1,20,20,Low
8/15/2023,NTC00519,Loyalty,F,Cyber services,Mobile Money,Yes,2,10,20,Low
8/15/2023,NTC00520,Loyalty,F,Cyber services,Cash,Yes,13,10,130,High
8/15/2023,NTC00521,Non-loyalty,F,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
8/15/2023,NTC00522,Non-loyalty,M,Food & Drinks,Cash,No,3,50,150,High
8/15/2023,NTC00523,Loyalty,F,Online support services,Cash,Yes,1,200,200,High
8/15/2023,NTC00524,Loyalty,M,Cyber services,Cash,Yes,4,50,200,High
8/15/2023,NTC00525,Non-loyalty,F,Mobile airtime top-up,Cash,No,1,20,20,Low
8/15/2023,NTC00526,Loyalty,M,Mobile airtime top-up,Mobile Money,No,2,20,40,Low
8/15/2023,NTC00527,Loyalty,M,Food & Drinks,Cash,No,1,40,40,Low
8/15/2023,NTC00528,Non-loyalty,F,Online support services,Cash,No,1,20,20,Low
8/16/2023,NTC00529,Non-loyalty,F,Cyber services,Mobile Money,No,42,10,420,High
8/16/2023,NTC00530,Loyalty,F,Cyber services,Cash,Yes,1,5,5,Low
8/16/2023,NTC00531,Loyalty,M,Cyber services,Cash,Yes,2,10,20,Low
8/16/2023,NTC00532,Loyalty,F,Stationery & Office Supplies,Cash,No,3,10,30,Low
8/16/2023,NTC00533,Loyalty,M,Stationery & Office Supplies,Cash,Yes,20,3,60,Low
8/16/2023,NTC00534,Non-loyalty,M,Food & Drinks,Mobile Money,No,1,50,50,Low
8/16/2023,NTC00535,Loyalty,M,Food & Drinks,Mobile Money,No,1,40,40,Low
8/16/2023,NTC00536,Loyalty,F,Online support services,Cash,No,1,150,150,High
8/16/2023,NTC00537,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,50,50,Low
8/16/2023,NTC00538,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,80,80,Low
8/17/2023,NTC00539,Loyalty,M,Cyber services,Cash,No,2,10,20,Low
8/17/2023,NTC00540,Non-loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
8/17/2023,NTC00541,Loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
8/17/2023,NTC00542,Loyalty,F,Mobile airtime top-up,Mobile Money,Yes,1,20,20,Low
8/17/2023,NTC00543,Loyalty,M,Cyber services,Mobile Money,No,1,10,10,Low
8/17/2023,NTC00544,Loyalty,F,Food & Drinks,Mobile Money,No,6,50,300,High
8/17/2023,NTC00545,Loyalty,M,Food & Drinks,Cash,Yes,1,40,40,Low
8/17/2023,NTC00546,Loyalty,F,Cyber services,Mobile Money,No,2,20,40,Low
8/18/2023,NTC00547,Non-loyalty,M,Cyber services,Cash,Yes,42,5,210,High
8/18/2023,NTC00548,Loyalty,F,Food & Drinks,Cash,No,2,5,10,Low
8/18/2023,NTC00549,Loyalty,F,Online support services,Mobile Money,No,1,100,100,High
8/18/2023,NTC00550,Loyalty,M,Mobile airtime top-up,Cash,Yes,1,50,50,Low
8/18/2023,NTC00551,Non-loyalty,M,Cyber services,Mobile Money,No,2,10,20,Low
8/18/2023,NTC00552,Loyalty,F,Food & Drinks,Cash,Yes,1,110,110,High
8/18/2023,NTC00553,Loyalty,M,Stationery & Office Supplies,Cash,Yes,2,3,6,Low
8/18/2023,NTC00554,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
8/18/2023,NTC00555,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,2,20,40,Low
8/18/2023,NTC00556,Loyalty,F,Cyber services,Mobile Money,No,1,50,50,Low
8/18/2023,NTC00557,Non-loyalty,F,Cyber services,Mobile Money,No,1,20,20,Low
8/18/2023,NTC00558,Non-loyalty,F,Online support services,Cash,No,1,100,100,High
8/19/2023,NTC00559,Loyalty,F,Online support services,Cash,No,1,500,500,High
8/19/2023,NTC00560,Loyalty,F,Cyber services,Cash,Yes,30,10,300,High
8/19/2023,NTC00561,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
8/19/2023,NTC00562,Loyalty,M,Cyber services,Cash,No,1,5,5,Low
8/19/2023,NTC00563,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
8/19/2023,NTC00564,Non-loyalty,M,Mobile airtime top-up,Cash,No,1,20,20,Low
8/21/2023,NTC00565,Non-loyalty,F,Cyber services,Mobile Money,Yes,15,5,75,Low
8/21/2023,NTC00566,Loyalty,F,Cyber services,Cash,No,2,10,20,Low
8/21/2023,NTC00567,Loyalty,F,Cyber services,Cash,No,2,10,20,Low
8/21/2023,NTC00568,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
8/21/2023,NTC00569,Loyalty,M,Cyber services,Cash,Yes,1,50,50,Low
8/21/2023,NTC00570,Non-loyalty,M,Online support services,Mobile Money,No,1,20,20,Low
8/21/2023,NTC00571,Loyalty,F,Food & Drinks,Cash,No,1,80,80,Low
8/21/2023,NTC00572,Loyalty,M,Food & Drinks,Cash,Yes,2,5,10,Low
8/21/2023,NTC00573,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,3,20,60,Low
8/22/2023,NTC00574,Non-loyalty,F,Cyber services,Mobile Money,Yes,5,10,50,Low
8/22/2023,NTC00575,Loyalty,M,Cyber services,Cash,Yes,2,20,40,Low
8/22/2023,NTC00576,Loyalty,F,Cyber services,Cash,No,1,50,50,Low
8/22/2023,NTC00577,Loyalty,M,Cyber services,Cash,Yes,20,10,200,High
8/22/2023,NTC00578,Non-loyalty,F,Mobile airtime top-up,Cash,No,3,10,30,Low
8/22/2023,NTC00579,Non-loyalty,F,Cyber services,Cash,No,1,20,20,Low
8/22/2023,NTC00580,Non-loyalty,F,Online support services,Cash,No,14,5,70,Low
8/22/2023,NTC00581,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,20,20,Low
8/22/2023,NTC00582,Non-loyalty,M,Food & Drinks,Mobile Money,Yes,5,5,25,Low
8/22/2023,NTC00583,Loyalty,F,Cyber services,Mobile Money,No,1,5,5,Low
8/22/2023,NTC00584,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,50,50,Low
8/22/2023,NTC00585,Non-loyalty,F,Food & Drinks,Cash,Yes,1,80,80,Low
8/22/2023,NTC00586,Loyalty,M,Mobile airtime top-up,Cash,No,1,20,20,Low
8/23/2023,NTC00587,Non-loyalty,F,Mobile airtime top-up,Mobile Money,No,1,20,20,Low
8/23/2023,NTC00588,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
8/23/2023,NTC00589,Loyalty,F,Cyber services,Cash,Yes,2,20,40,Low
8/23/2023,NTC00590,Loyalty,M,Cyber services,Cash,Yes,2,10,20,Low
8/23/2023,NTC00591,Loyalty,M,Food & Drinks,Mobile Money,No,1,30,30,Low
8/23/2023,NTC00592,Loyalty,F,Food & Drinks,Mobile Money,No,1,50,50,Low
8/23/2023,NTC00593,Loyalty,M,Cyber services,Mobile Money,No,3,5,15,Low
8/23/2023,NTC00594,Non-loyalty,F,Cyber services,Cash,Yes,1,20,20,Low
8/23/2023,NTC00595,Loyalty,F,Cyber services,Cash,No,2,50,100,High
8/23/2023,NTC00596,Loyalty,F,Cyber services,Cash,No,1,80,80,Low
